Charstic_Name,Result_Value,Result_UOM_1,Rslt_Det_Cond1,Sample_Frac1,Analyical_Method,Method_Det_Limit,Result_Status,Comments_Txt,Lab_Accession,SubmittedTo_SEQ,Sample_Depth,Sample_Depth_UOM,Instream_Locaction,Sample_Type,Activity_Type,Activity_Name,Field_Activity_Date,Field_Activity_Time,STA_SEQ,Station_Name,Station_Type,Project_Name,Trip_Name,Location,State_Name,Municipality_Name,ADB_SegmentID1,SubBasin,Station_Long,Station_Lat,Station_Type_1,Org_Name_1,textbox24
Ammonia-nitrogen,0.007,ppm,,,Ammonia Nitrogen by Colorimetry,"0.010 ppm - Estimated Detection Level, 0.003 ppm - Method Detection Level (MDL)",,,190273-011,2,0.1,m,Center of Channel,discrete,Sample-Routine,Discrete Surface,7/26/2019,1:15:00 PM,18921,"Shepaug River, Unnamed Tributary to",River/Stream Perennial,Benthic Algae Project - 2019,Benthic Algae Project - 2019 - 07/26/19,100 m above mouth,Connecticut,WASHINGTON,,6700 - Shepaug River - Shepaug - Housatonic - Shepaug River,-73.33967,41.60567,River/Stream Perennial,CESE,Total count:   480
Orthophosphate,0.015,ppm,,,Phosphorus by Colorimetry,"0.010 ppm - Estimated Detection Level, 0.001 ppm - Method Detection Level (MDL)",,,190273-011,2,0.1,m,Center of Channel,discrete,Sample-Routine,Discrete Surface,7/26/2019,1:15:00 PM,18921,"Shepaug River, Unnamed Tributary to",River/Stream Perennial,Benthic Algae Project - 2019,Benthic Algae Project - 2019 - 07/26/19,100 m above mouth,Connecticut,WASHINGTON,,6700 - Shepaug River - Shepaug - Housatonic - Shepaug River,-73.33967,41.60567,River/Stream Perennial,CESE,Total count:   480
Phosphorus,0.031,ppm,,,Total Phosphorus After Block Digestion,"0.010 ppm - Estimated Detection Level, 0.001 ppm - Method Detection Level (MDL)",,,190273-011,2,0.1,m,Center of Channel,discrete,Sample-Routine,Discrete Surface,7/26/2019,1:15:00 PM,18921,"Shepaug River, Unnamed Tributary to",River/Stream Perennial,Benthic Algae Project - 2019,Benthic Algae Project - 2019 - 07/26/19,100 m above mouth,Connecticut,WASHINGTON,,6700 - Shepaug River - Shepaug - Housatonic - Shepaug River,-73.33967,41.60567,River/Stream Perennial,CESE,Total count:   480
Organic carbon,1.9,ppm,,,Total Organic Carbon by Combustion,"1.000 ppm - Estimated Detection Level, 0.500 ppm - Method Detection Level (MDL)",,,190273-011,2,0.1,m,Center of Channel,discrete,Sample-Routine,Discrete Surface,7/26/2019,1:15:00 PM,18921,"Shepaug River, Unnamed Tributary to",River/Stream Perennial,Benthic Algae Project - 2019,Benthic Algae Project - 2019 - 07/26/19,100 m above mouth,Connecticut,WASHINGTON,,6700 - Shepaug River - Shepaug - Housatonic - Shepaug River,-73.33967,41.60567,River/Stream Perennial,CESE,Total count:   480
Silica,10.48,ppm,,,Dissolved Silica by Colorimetry,"0.050 ppm - Estimated Detection Level, 0.003 ppm - Method Detection Level (MDL)",,,190273-011,2,0.1,m,Center of Channel,discrete,Sample-Routine,Discrete Surface,7/26/2019,1:15:00 PM,18921,"Shepaug River, Unnamed Tributary to",River/Stream Perennial,Benthic Algae Project - 2019,Benthic Algae Project - 2019 - 07/26/19,100 m above mouth,Connecticut,WASHINGTON,,6700 - Shepaug River - Shepaug - Housatonic - Shepaug River,-73.33967,41.60567,River/Stream Perennial,CESE,Total count:   480
Calcium,16700,ppb,,,Calcium - AA Spectrometry,"100.000 ppb - Estimated Detection Level, 25.000 ppb - Method Detection Level (MDL)",,,190273-011,2,0.1,m,Center of Channel,discrete,Sample-Routine,Discrete Surface,7/26/2019,1:15:00 PM,18921,"Shepaug River, Unnamed Tributary to",River/Stream Perennial,Benthic Algae Project - 2019,Benthic Algae Project - 2019 - 07/26/19,100 m above mouth,Connecticut,WASHINGTON,,6700 - Shepaug River - Shepaug - Housatonic - Shepaug River,-73.33967,41.60567,River/Stream Perennial,CESE,Total count:   480
Total solids,198,ppm,,,Total Residue,"41.000 ppm - Estimated Detection Level, 14.000 ppm - Method Detection Level (MDL)",,,190273-011,2,0.1,m,Center of Channel,discrete,Sample-Routine,Discrete Surface,7/26/2019,1:15:00 PM,18921,"Shepaug River, Unnamed Tributary to",River/Stream Perennial,Benthic Algae Project - 2019,Benthic Algae Project - 2019 - 07/26/19,100 m above mouth,Connecticut,WASHINGTON,,6700 - Shepaug River - Shepaug - Housatonic - Shepaug River,-73.33967,41.60567,River/Stream Perennial,CESE,Total count:   480
Total suspended solids,7,ppm,,,Non-Filterable Residue - TSS,"5.000 ppm - Estimated Detection Level, 2.000 ppm - Method Detection Level (MDL)",,,190273-011,2,0.1,m,Center of Channel,discrete,Sample-Routine,Discrete Surface,7/26/2019,1:15:00 PM,18921,"Shepaug River, Unnamed Tributary to",River/Stream Perennial,Benthic Algae Project - 2019,Benthic Algae Project - 2019 - 07/26/19,100 m above mouth,Connecticut,WASHINGTON,,6700 - Shepaug River - Shepaug - Housatonic - Shepaug River,-73.33967,41.60567,River/Stream Perennial,CESE,Total count:   480
Nitrite,,ppm,Not Detected,,Nitrate-Nitrite Nitrogen by Colorimetry,"0.010 ppm - Estimated Detection Level, 0.003 ppm - Method Detection Level (MDL)",,,190273-011,2,0.1,m,Center of Channel,discrete,Sample-Routine,Discrete Surface,7/26/2019,1:15:00 PM,18921,"Shepaug River, Unnamed Tributary to",River/Stream Perennial,Benthic Algae Project - 2019,Benthic Algae Project - 2019 - 07/26/19,100 m above mouth,Connecticut,WASHINGTON,,6700 - Shepaug River - Shepaug - Housatonic - Shepaug River,-73.33967,41.60567,River/Stream Perennial,CESE,Total count:   480
Ammonia-nitrogen,0.007,ppm,,,Ammonia Nitrogen by Colorimetry,"0.010 ppm - Estimated Detection Level, 0.003 ppm - Method Detection Level (MDL)",,,190273-012,2,0.1,m,Center of Channel,discrete,Sample-Routine,Discrete Surface,7/26/2019,3:30:00 PM,16649,FARMILL RIVER,River/Stream,Benthic Algae Project - 2019,Benthic Algae Project - 2019 - 07/26/19,100 M US Jct of Yutaka Trail and Manhasset Rd,Connecticut,STRATFORD,Needs,6025 - Farmill River - Housatonic Main Stem - Housatonic - Farmill River,-73.1047,41.2633,River/Stream,CESE,Total count:   480
Inorganic nitrogen (nitrate and nitrite),0.596,ppm,,,Nitrate-Nitrite Nitrogen by Colorimetry,"0.010 ppm - Estimated Detection Level, 0.003 ppm - Method Detection Level (MDL)",,,190273-012,2,0.1,m,Center of Channel,discrete,Sample-Routine,Discrete Surface,7/26/2019,3:30:00 PM,16649,FARMILL RIVER,River/Stream,Benthic Algae Project - 2019,Benthic Algae Project - 2019 - 07/26/19,100 M US Jct of Yutaka Trail and Manhasset Rd,Connecticut,STRATFORD,Needs,6025 - Farmill River - Housatonic Main Stem - Housatonic - Farmill River,-73.1047,41.2633,River/Stream,CESE,Total count:   480
Nitrogen,0.783,ppm,,,Nitrate-Nitrite Nitrogen by Colorimetry,"0.050 ppm - Estimated Detection Level, 0.008 ppm - Method Detection Level (MDL)",,,190273-012,2,0.1,m,Center of Channel,discrete,Sample-Routine,Discrete Surface,7/26/2019,3:30:00 PM,16649,FARMILL RIVER,River/Stream,Benthic Algae Project - 2019,Benthic Algae Project - 2019 - 07/26/19,100 M US Jct of Yutaka Trail and Manhasset Rd,Connecticut,STRATFORD,Needs,6025 - Farmill River - Housatonic Main Stem - Housatonic - Farmill River,-73.1047,41.2633,River/Stream,CESE,Total count:   480
Turbidity,1.1,None,,,Turbidity by Nephelometry,"0.300 None - Estimated Detection Level, 0.100 None - Method Detection Level (MDL)",,,190273-012,2,0.1,m,Center of Channel,discrete,Sample-Routine,Discrete Surface,7/26/2019,3:30:00 PM,16649,FARMILL RIVER,River/Stream,Benthic Algae Project - 2019,Benthic Algae Project - 2019 - 07/26/19,100 M US Jct of Yutaka Trail and Manhasset Rd,Connecticut,STRATFORD,Needs,6025 - Farmill River - Housatonic Main Stem - Housatonic - Farmill River,-73.1047,41.2633,River/Stream,CESE,Total count:   480
Organic carbon,4.7,ppm,,,Total Organic Carbon by Combustion,"1.000 ppm - Estimated Detection Level, 0.500 ppm - Method Detection Level (MDL)",,,190273-012,2,0.1,m,Center of Channel,discrete,Sample-Routine,Discrete Surface,7/26/2019,3:30:00 PM,16649,FARMILL RIVER,River/Stream,Benthic Algae Project - 2019,Benthic Algae Project - 2019 - 07/26/19,100 M US Jct of Yutaka Trail and Manhasset Rd,Connecticut,STRATFORD,Needs,6025 - Farmill River - Housatonic Main Stem - Housatonic - Farmill River,-73.1047,41.2633,River/Stream,CESE,Total count:   480
"Hardness, Ca, Mg",51.7,ppm,,,Hardness in Water by EDTA Titration,"0.700 ppm - Estimated Detection Level, 0.200 ppm - Method Detection Level (MDL)",,,190273-012,2,0.1,m,Center of Channel,discrete,Sample-Routine,Discrete Surface,7/26/2019,3:30:00 PM,16649,FARMILL RIVER,River/Stream,Benthic Algae Project - 2019,Benthic Algae Project - 2019 - 07/26/19,100 M US Jct of Yutaka Trail and Manhasset Rd,Connecticut,STRATFORD,Needs,6025 - Farmill River - Housatonic Main Stem - Housatonic - Farmill River,-73.1047,41.2633,River/Stream,CESE,Total count:   480
Chloride,57.1,ppm,,,Inorganic Anions by Ion Chromatography,"2.500 ppm - Estimated Detection Level, 0.200 ppm - Method Detection Level (MDL)",,,190273-012,2,0.1,m,Center of Channel,discrete,Sample-Routine,Discrete Surface,7/26/2019,3:30:00 PM,16649,FARMILL RIVER,River/Stream,Benthic Algae Project - 2019,Benthic Algae Project - 2019 - 07/26/19,100 M US Jct of Yutaka Trail and Manhasset Rd,Connecticut,STRATFORD,Needs,6025 - Farmill River - Housatonic Main Stem - Housatonic - Farmill River,-73.1047,41.2633,River/Stream,CESE,Total count:   480
Inorganic nitrogen (nitrate and nitrite),0.26,ppm,,,Nitrate-Nitrite Nitrogen by Colorimetry,"0.010 ppm - Estimated Detection Level, 0.003 ppm - Method Detection Level (MDL)",,,190273-009,2,0.1,m,Center of Channel,discrete,Sample-Routine,Discrete Surface,7/26/2019,10:15:00 AM,19940,Gunn Brook,River/Stream,Benthic Algae Project - 2019,Benthic Algae Project - 2019 - 07/26/19,Adjacent State Hwy 45 in Cornwall,Connecticut,CORNWALL,,6000 - Housatonic River - Housatonic Main Stem - Housatonic - Housatonic River,-73.37902,41.800009,River/Stream,CESE,Total count:   480
Calcium,18200,ppb,,,Calcium - AA Spectrometry,"100.000 ppb - Estimated Detection Level, 25.000 ppb - Method Detection Level (MDL)",,,190273-009,2,0.1,m,Center of Channel,discrete,Sample-Routine,Discrete Surface,7/26/2019,10:15:00 AM,19940,Gunn Brook,River/Stream,Benthic Algae Project - 2019,Benthic Algae Project - 2019 - 07/26/19,Adjacent State Hwy 45 in Cornwall,Connecticut,CORNWALL,,6000 - Housatonic River - Housatonic Main Stem - Housatonic - Housatonic River,-73.37902,41.800009,River/Stream,CESE,Total count:   480
Turbidity,2.4,None,,,Turbidity by Nephelometry,"0.300 None - Estimated Detection Level, 0.100 None - Method Detection Level (MDL)",,,190273-009,2,0.1,m,Center of Channel,discrete,Sample-Routine,Discrete Surface,7/26/2019,10:15:00 AM,19940,Gunn Brook,River/Stream,Benthic Algae Project - 2019,Benthic Algae Project - 2019 - 07/26/19,Adjacent State Hwy 45 in Cornwall,Connecticut,CORNWALL,,6000 - Housatonic River - Housatonic Main Stem - Housatonic - Housatonic River,-73.37902,41.800009,River/Stream,CESE,Total count:   480
Chloride,21.9,ppm,,,Inorganic Anions by Ion Chromatography,"2.500 ppm - Estimated Detection Level, 0.200 ppm - Method Detection Level (MDL)",,,190273-009,2,0.1,m,Center of Channel,discrete,Sample-Routine,Discrete Surface,7/26/2019,10:15:00 AM,19940,Gunn Brook,River/Stream,Benthic Algae Project - 2019,Benthic Algae Project - 2019 - 07/26/19,Adjacent State Hwy 45 in Cornwall,Connecticut,CORNWALL,,6000 - Housatonic River - Housatonic Main Stem - Housatonic - Housatonic River,-73.37902,41.800009,River/Stream,CESE,Total count:   480
Total suspended solids,5,ppm,,,Non-Filterable Residue - TSS,"5.000 ppm - Estimated Detection Level, 2.000 ppm - Method Detection Level (MDL)",,,190273-009,2,0.1,m,Center of Channel,discrete,Sample-Routine,Discrete Surface,7/26/2019,10:15:00 AM,19940,Gunn Brook,River/Stream,Benthic Algae Project - 2019,Benthic Algae Project - 2019 - 07/26/19,Adjacent State Hwy 45 in Cornwall,Connecticut,CORNWALL,,6000 - Housatonic River - Housatonic Main Stem - Housatonic - Housatonic River,-73.37902,41.800009,River/Stream,CESE,Total count:   480
Nitrite,,ppm,Not Detected,,Nitrate-Nitrite Nitrogen by Colorimetry,"0.010 ppm - Estimated Detection Level, 0.003 ppm - Method Detection Level (MDL)",,,190273-009,2,0.1,m,Center of Channel,discrete,Sample-Routine,Discrete Surface,7/26/2019,10:15:00 AM,19940,Gunn Brook,River/Stream,Benthic Algae Project - 2019,Benthic Algae Project - 2019 - 07/26/19,Adjacent State Hwy 45 in Cornwall,Connecticut,CORNWALL,,6000 - Housatonic River - Housatonic Main Stem - Housatonic - Housatonic River,-73.37902,41.800009,River/Stream,CESE,Total count:   480
Ammonia-nitrogen,0.007,ppm,,,Ammonia Nitrogen by Colorimetry,"0.010 ppm - Estimated Detection Level, 0.003 ppm - Method Detection Level (MDL)",,,190273-010,2,0.1,m,Center of Channel,discrete,Sample-Routine,Discrete Surface,7/26/2019,11:30:00 AM,19957,Merryall Brook,River/Stream,Benthic Algae Project - 2019,Benthic Algae Project - 2019 - 07/26/19,~160 M US of Indian Trail Road,Connecticut,NEW MILFORD,,6501 - Merryall Brook - Aspetuck - Housatonic - Merryall Brook,-73.44668,41.651682,River/Stream,CESE,Total count:   480
Orthophosphate,0.011,ppm,,,Phosphorus by Colorimetry,"0.010 ppm - Estimated Detection Level, 0.001 ppm - Method Detection Level (MDL)",,,190273-010,2,0.1,m,Center of Channel,discrete,Sample-Routine,Discrete Surface,7/26/2019,11:30:00 AM,19957,Merryall Brook,River/Stream,Benthic Algae Project - 2019,Benthic Algae Project - 2019 - 07/26/19,~160 M US of Indian Trail Road,Connecticut,NEW MILFORD,,6501 - Merryall Brook - Aspetuck - Housatonic - Merryall Brook,-73.44668,41.651682,River/Stream,CESE,Total count:   480
Phosphorus,0.03,ppm,,,Total Phosphorus After Block Digestion,"0.010 ppm - Estimated Detection Level, 0.001 ppm - Method Detection Level (MDL)",,,190273-010,2,0.1,m,Center of Channel,discrete,Sample-Routine,Discrete Surface,7/26/2019,11:30:00 AM,19957,Merryall Brook,River/Stream,Benthic Algae Project - 2019,Benthic Algae Project - 2019 - 07/26/19,~160 M US of Indian Trail Road,Connecticut,NEW MILFORD,,6501 - Merryall Brook - Aspetuck - Housatonic - Merryall Brook,-73.44668,41.651682,River/Stream,CESE,Total count:   480
Inorganic nitrogen (nitrate and nitrite),0.154,ppm,,,Nitrate-Nitrite Nitrogen by Colorimetry,"0.010 ppm - Estimated Detection Level, 0.003 ppm - Method Detection Level (MDL)",,,190273-010,2,0.1,m,Center of Channel,discrete,Sample-Routine,Discrete Surface,7/26/2019,11:30:00 AM,19957,Merryall Brook,River/Stream,Benthic Algae Project - 2019,Benthic Algae Project - 2019 - 07/26/19,~160 M US of Indian Trail Road,Connecticut,NEW MILFORD,,6501 - Merryall Brook - Aspetuck - Housatonic - Merryall Brook,-73.44668,41.651682,River/Stream,CESE,Total count:   480
Total solids,138,ppm,,,Total Residue,"41.000 ppm - Estimated Detection Level, 14.000 ppm - Method Detection Level (MDL)",,,190273-010,2,0.1,m,Center of Channel,discrete,Sample-Routine,Discrete Surface,7/26/2019,11:30:00 AM,19957,Merryall Brook,River/Stream,Benthic Algae Project - 2019,Benthic Algae Project - 2019 - 07/26/19,~160 M US of Indian Trail Road,Connecticut,NEW MILFORD,,6501 - Merryall Brook - Aspetuck - Housatonic - Merryall Brook,-73.44668,41.651682,River/Stream,CESE,Total count:   480
Chloride,15.3,ppm,,,Inorganic Anions by Ion Chromatography,"2.500 ppm - Estimated Detection Level, 0.200 ppm - Method Detection Level (MDL)",,,190273-010,2,0.1,m,Center of Channel,discrete,Sample-Routine,Discrete Surface,7/26/2019,11:30:00 AM,19957,Merryall Brook,River/Stream,Benthic Algae Project - 2019,Benthic Algae Project - 2019 - 07/26/19,~160 M US of Indian Trail Road,Connecticut,NEW MILFORD,,6501 - Merryall Brook - Aspetuck - Housatonic - Merryall Brook,-73.44668,41.651682,River/Stream,CESE,Total count:   480
Calcium,20600,ppb,,,Calcium - AA Spectrometry,"100.000 ppb - Estimated Detection Level, 25.000 ppb - Method Detection Level (MDL)",,,190273-010,2,0.1,m,Center of Channel,discrete,Sample-Routine,Discrete Surface,7/26/2019,11:30:00 AM,19957,Merryall Brook,River/Stream,Benthic Algae Project - 2019,Benthic Algae Project - 2019 - 07/26/19,~160 M US of Indian Trail Road,Connecticut,NEW MILFORD,,6501 - Merryall Brook - Aspetuck - Housatonic - Merryall Brook,-73.44668,41.651682,River/Stream,CESE,Total count:   480
Turbidity,3,None,,,Turbidity by Nephelometry,"0.300 None - Estimated Detection Level, 0.100 None - Method Detection Level (MDL)",,,190273-010,2,0.1,m,Center of Channel,discrete,Sample-Routine,Discrete Surface,7/26/2019,11:30:00 AM,19957,Merryall Brook,River/Stream,Benthic Algae Project - 2019,Benthic Algae Project - 2019 - 07/26/19,~160 M US of Indian Trail Road,Connecticut,NEW MILFORD,,6501 - Merryall Brook - Aspetuck - Housatonic - Merryall Brook,-73.44668,41.651682,River/Stream,CESE,Total count:   480
"Alkalinity, total",65,ppm,,,Alkalinity by Titration,"6.000 ppm - Estimated Detection Level, 2.000 ppm - Method Detection Level (MDL)",,,190273-010,2,0.1,m,Center of Channel,discrete,Sample-Routine,Discrete Surface,7/26/2019,11:30:00 AM,19957,Merryall Brook,River/Stream,Benthic Algae Project - 2019,Benthic Algae Project - 2019 - 07/26/19,~160 M US of Indian Trail Road,Connecticut,NEW MILFORD,,6501 - Merryall Brook - Aspetuck - Housatonic - Merryall Brook,-73.44668,41.651682,River/Stream,CESE,Total count:   480
Magnesium,7520,ppb,,,Calcium - AA Spectrometry,"100.000 ppb - Estimated Detection Level, 25.000 ppb - Method Detection Level (MDL)",,,190273-010,2,0.1,m,Center of Channel,discrete,Sample-Routine,Discrete Surface,7/26/2019,11:30:00 AM,19957,Merryall Brook,River/Stream,Benthic Algae Project - 2019,Benthic Algae Project - 2019 - 07/26/19,~160 M US of Indian Trail Road,Connecticut,NEW MILFORD,,6501 - Merryall Brook - Aspetuck - Housatonic - Merryall Brook,-73.44668,41.651682,River/Stream,CESE,Total count:   480
"Hardness, Ca, Mg",82.4,ppm,,,Hardness in Water by EDTA Titration,"0.700 ppm - Estimated Detection Level, 0.200 ppm - Method Detection Level (MDL)",,,190273-010,2,0.1,m,Center of Channel,discrete,Sample-Routine,Discrete Surface,7/26/2019,11:30:00 AM,19957,Merryall Brook,River/Stream,Benthic Algae Project - 2019,Benthic Algae Project - 2019 - 07/26/19,~160 M US of Indian Trail Road,Connecticut,NEW MILFORD,,6501 - Merryall Brook - Aspetuck - Housatonic - Merryall Brook,-73.44668,41.651682,River/Stream,CESE,Total count:   480
Nitrite,,ppm,Not Detected,,Nitrate-Nitrite Nitrogen by Colorimetry,"0.010 ppm - Estimated Detection Level, 0.003 ppm - Method Detection Level (MDL)",,,190273-010,2,0.1,m,Center of Channel,discrete,Sample-Routine,Discrete Surface,7/26/2019,11:30:00 AM,19957,Merryall Brook,River/Stream,Benthic Algae Project - 2019,Benthic Algae Project - 2019 - 07/26/19,~160 M US of Indian Trail Road,Connecticut,NEW MILFORD,,6501 - Merryall Brook - Aspetuck - Housatonic - Merryall Brook,-73.44668,41.651682,River/Stream,CESE,Total count:   480
Inorganic nitrogen (nitrate and nitrite),0.429,ppm,,,Nitrate-Nitrite Nitrogen by Colorimetry,"0.010 ppm - Estimated Detection Level, 0.003 ppm - Method Detection Level (MDL)",,,190273-011,2,0.1,m,Center of Channel,discrete,Sample-Routine,Discrete Surface,7/26/2019,1:15:00 PM,18921,"Shepaug River, Unnamed Tributary to",River/Stream Perennial,Benthic Algae Project - 2019,Benthic Algae Project - 2019 - 07/26/19,100 m above mouth,Connecticut,WASHINGTON,,6700 - Shepaug River - Shepaug - Housatonic - Shepaug River,-73.33967,41.60567,River/Stream Perennial,CESE,Total count:   480
Nitrogen,0.516,ppm,,,Nitrate-Nitrite Nitrogen by Colorimetry,"0.050 ppm - Estimated Detection Level, 0.008 ppm - Method Detection Level (MDL)",,,190273-011,2,0.1,m,Center of Channel,discrete,Sample-Routine,Discrete Surface,7/26/2019,1:15:00 PM,18921,"Shepaug River, Unnamed Tributary to",River/Stream Perennial,Benthic Algae Project - 2019,Benthic Algae Project - 2019 - 07/26/19,100 m above mouth,Connecticut,WASHINGTON,,6700 - Shepaug River - Shepaug - Housatonic - Shepaug River,-73.33967,41.60567,River/Stream Perennial,CESE,Total count:   480
Turbidity,1.9,None,,,Turbidity by Nephelometry,"0.300 None - Estimated Detection Level, 0.100 None - Method Detection Level (MDL)",,,190273-011,2,0.1,m,Center of Channel,discrete,Sample-Routine,Discrete Surface,7/26/2019,1:15:00 PM,18921,"Shepaug River, Unnamed Tributary to",River/Stream Perennial,Benthic Algae Project - 2019,Benthic Algae Project - 2019 - 07/26/19,100 m above mouth,Connecticut,WASHINGTON,,6700 - Shepaug River - Shepaug - Housatonic - Shepaug River,-73.33967,41.60567,River/Stream Perennial,CESE,Total count:   480
